iter	Passed	Remaining
405	7135	10439
406	7155	10425
407	7175	10412
408	7193	10395
409	7213	10381
410	7232	10364
411	7251	10349
412	7268	10331
413	7288	10315
414	7305	10298
415	7323	10281
416	7340	10262
417	7356	10242
418	7373	10224
419	7390	10205
420	7407	10187
421	7424	10169
422	7441	10150
423	7459	10133
424	7477	10116
425	7495	10099
426	7512	10081
427	7530	10064
428	7547	10045
429	7565	10028
430	7582	10009
431	7599	9991
432	7615	9972
433	7632	9953
434	7648	9933
435	7665	9915
436	7683	9898
437	7699	9878
438	7715	9859
439	7731	9840
440	7747	9820
441	7763	9800
442	7780	9782
443	7797	9764
444	7815	9746
445	7831	9727
446	7848	9709
447	7865	9691
448	7883	9674
449	7901	9657
450	7919	9639
451	7936	9622
452	7953	9604
453	7971	9586
454	7989	9569
455	8007	9553
456	8027	9537
457	8045	9520
458	8062	9503
459	8081	9486
460	8099	9469
461	8118	9453
462	8138	9438
463	8159	9425
464	8178	9409
465	8198	9394
466	8216	9378
467	8235	9361
468	8253	9344
469	8272	9328
470	8290	9311
471	8308	9293
472	8325	9275
473	8343	9258
474	8359	9239
475	8377	9221
476	8394	9203
477	8411	9185
478	8428	9167
479	8445	9149
480	8463	9131
481	8480	9114
482	8498	9096
483	8516	9079
484	8537	9065
485	8557	9050
486	8580	9038
487	8606	9029
488	8626	9014
489	8646	8999
490	8666	8984
491	8685	8967
492	8703	8950
493	8721	8933
494	8738	8914
495	8754	8895
496	8770	8876
497	8788	8859
498	8804	8840
499	8822	8822
500	8839	8804
501	8856	8785
502	8873	8767
503	8890	8748
504	8907	8731
505	8925	8714
506	8944	8697
507	8963	8681
508	8982	8664
509	9000	8647
510	9017	8629
511	9034	8611
512	9052	8593
513	9070	8576
514	9087	8558
515	9105	8541
516	9124	8524
517	9145	8510
518	9166	8495
519	9184	8478
520	9203	8461
521	9221	8444
522	9238	8425
523	9255	8407
524	9272	8389
525	9291	8373
526	9309	8355
527	9327	8337
528	9345	8320
529	9364	8303
530	9382	8286
531	9400	8269
532	9417	8251
533	9436	8234
534	9453	8216
535	9473	8200
536	9491	8183
537	9509	8165
538	9527	8148
539	9545	8131
540	9563	8113
541	9580	8095
542	9599	8078
543	9617	8061
544	9634	8043
545	9653	8026
546	9670	8008
547	9690	7992
548	9707	7974
549	9724	7956
550	9741	7937
551	9759	7920
552	9776	7902
553	9794	7884
554	9812	7867
555	9830	7850
556	9849	7833
557	9867	7816
558	9886	7799
559	9904	7781
560	9921	7763
561	9938	7745
562	9955	7727
563	9973	7710
564	9991	7692
565	10010	7675
566	10027	7658
567	10046	7640
568	10063	7622
569	10082	7605
570	10101	7589
571	10118	7571
572	10137	7554
573	10156	7538
574	10175	7521
575	10194	7504
576	10211	7486
577	10230	7469
578	10247	7450
579	10265	7433
580	10282	7415
581	10299	7397
582	10316	7378
583	10333	7360
584	10349	7342
585	10366	7323
586	10382	7305
587	10399	7286
588	10417	7269
589	10435	7251
590	10453	7234
591	10470	7216
592	10488	7198
593	10505	7180
594	10523	7162
595	10540	7145
596	10558	7127
597	10577	7110
598	10594	7092
599	10612	7074
600	10629	7056
601	10647	7039
602	10662	7020
603	10680	7002
604	10696	6983
605	10712	6965
606	10729	6946
607	10747	6929
608	10764	6911
609	10781	6893
610	10799	6875
611	10816	6857
612	10834	6839
613	10851	6821
614	10869	6804
615	10887	6787
616	10905	6769
617	10923	6752
618	10941	6734
619	10959	6716
620	10976	6698
621	10994	6681
622	11012	6664
623	11029	6645
624	11053	6632
625	11072	6615
626	11090	6597
627	11108	6580
628	11127	6563
629	11146	6546
630	11165	6529
631	11183	6512
632	11201	6494
633	11219	6476
634	11236	6458
635	11254	6441
636	11270	6422
637	11287	6404
638	11304	6386
639	11321	6368
640	11337	6349
641	11354	6331
642	11371	6313
643	11387	6294
644	11403	6276
645	11420	6258
646	11437	6240
647	11454	6221
648	11471	6204
649	11488	6185
650	11505	6167
651	11523	6150
652	11540	6132
653	11558	6114
654	11575	6096
655	11592	6078
656	11609	6061
657	11626	6043
658	11644	6025
659	11661	6007
660	11679	5989
661	11697	5972
662	11715	5955
663	11731	5936
664	11749	5918
665	11765	5900
666	11782	5882
667	11799	5864
668	11816	5846
669	11833	5828
670	11850	5810
671	11869	5793
672	11885	5775
673	11904	5757
674	11922	5740
675	11940	5722
676	11959	5705
677	11978	5688
678	11995	5671
679	12012	5653
680	12030	5635
681	12048	5618
682	12066	5600
683	12084	5582
684	12103	5565
685	12122	5548
686	12140	5531
687	12160	5514
688	12178	5497
689	12196	5479
690	12214	5462
691	12231	5444
692	12248	5426
693	12265	5408
694	12283	5390
695	12300	5372
696	12319	5355
697	12336	5337
698	12353	5319
699	12372	5302
700	12389	5284
701	12406	5266
702	12424	5249
703	12442	5231
704	12459	5213
705	12475	5195
706	12493	5177
707	12510	5159
708	12528	5142
709	12545	5124
710	12563	5106
711	12581	5089
712	12599	5071
713	12620	5055
714	12638	5037
715	12655	5019
716	12672	5001
717	12688	4983
718	12704	4965
719	12722	4947
720	12740	4929
721	12758	4912
722	12775	4894
723	12792	4876
724	12808	4858
725	12825	4840
726	12842	4822
727	12859	4804
728	12877	4786
729	12894	4769
730	12912	4751
731	12930	4734
732	12948	4716
733	12967	4699
734	12984	4681
735	13001	4663
736	13020	4646
737	13038	4628
738	13056	4611
739	13074	4593
740	13093	4576
741	13112	4559
742	13132	4542
743	13150	4524
744	13167	4506
745	13184	4488
746	13200	4470
747	13217	4452
748	13235	4435
749	13252	4417
750	13269	4399
751	13286	4381
752	13303	4363
753	13321	4346
754	13339	4328
755	13357	4311
756	13376	4293
757	13394	4276
758	13412	4258
759	13429	4240
760	13445	4222
761	13462	4204
762	13478	4186
763	13495	4168
764	13511	4150
765	13529	4132
766	13545	4114
767	13562	4097
768	13579	4079
769	13598	4061
770	13620	4045
771	13638	4027
772	13656	4010
773	13675	3992
774	13692	3975
775	13709	3957
776	13726	3939
777	13742	3921
778	13759	3903
779	13785	3888
780	13807	3871
781	13827	3854
782	13844	3836
783	13860	3818
784	13878	3800
785	13895	3783
786	13912	3765
787	13929	3747
788	13947	3729
789	13965	3712
790	13982	3694
791	14000	3676
792	14019	3659
793	14037	3642
794	14055	3624
795	14073	3606
796	14092	3589
797	14109	3571
798	14126	3553
799	14145	3536
800	14162	3518
801	14180	3501
802	14197	3483
803	14215	3465
804	14234	3447
805	14251	3430
806	14268	3412
807	14285	3394
808	14301	3376
809	14319	3358
810	14335	3340
811	14352	3322
812	14368	3305
813	14385	3287
814	14403	3269
815	14419	3251
816	14436	3233
817	14454	3215
818	14471	3198
819	14488	3180
820	14505	3162
821	14523	3144
822	14540	3127
823	14558	3109
824	14575	3091
825	14593	3074
826	14610	3056
827	14629	3039
828	14647	3021
829	14664	3003
830	14681	2985
831	14697	2967
832	14706	2948
833	14723	2930
834	14731	2911
835	14748	2893
836	14764	2875
837	14780	2857
838	14796	2839
839	14813	2821
840	14830	2803
841	14846	2785
842	14863	2768
843	14882	2750
844	14899	2733
845	14916	2715
846	14932	2697
847	14949	2679
848	14969	2662
849	14987	2644
850	15004	2627
851	15023	2609
852	15042	2592
853	15061	2574
854	15079	2557
855	15098	2539
856	15116	2522
857	15135	2504
858	15152	2487
859	15170	2469
860	15188	2452
861	15206	2434
862	15224	2416
863	15242	2399
864	15259	2381
865	15275	2363
866	15292	2345
867	15309	2328
868	15324	2310
869	15341	2292
870	15358	2274
871	15375	2256
872	15392	2239
873	15409	2221
874	15426	2203
875	15443	2186
876	15460	2168
877	15477	2150
878	15493	2132
879	15510	2115
880	15528	2097
881	15546	2079
882	15564	2062
883	15572	2043
884	15589	2025
885	15605	2007
886	15622	1990
887	15639	1972
888	15656	1954
889	15673	1937
890	15690	1919
891	15708	1901
892	15725	1884
893	15743	1866
894	15760	1849
895	15778	1831
896	15797	1813
897	15815	1796
898	15833	1778
899	15850	1761
900	15867	1743
901	15884	1725
902	15896	1707
903	15908	1689
904	15925	1671
905	15944	1654
906	15957	1636
907	15974	1618
908	15992	1601
909	16010	1583
910	16028	1565
911	16047	1548
912	16065	1530
913	16084	1513
914	16103	1495
915	16121	1478
916	16139	1460
917	16156	1443
918	16175	1425
919	16193	1408
920	16211	1390
921	16228	1372
922	16246	1355
923	16263	1337
924	16279	1319
925	16296	1302
926	16313	1284
927	16330	1267
928	16347	1249
929	16364	1231
930	16382	1214
931	16399	1196
932	16417	1178
933	16435	1161
934	16453	1143
935	16471	1126
936	16489	1108
937	16507	1091
938	16526	1073
939	16543	1055
940	16559	1038
941	16576	1020
942	16583	1002
943	16600	984
944	16618	967
945	16636	949
946	16653	932
947	16673	914
948	16690	896
949	16698	878
950	16716	861
951	16733	843
952	16751	826
953	16769	808
954	16789	791
955	16806	773
956	16824	755
957	16842	738
958	16849	720
959	16867	702
960	16884	685
961	16903	667
962	16921	650
963	16942	632
964	16960	615
965	16978	597
966	16997	580
967	17015	562
968	17033	544
969	17052	527
970	17070	509
971	17088	492
972	17107	474
973	17125	457
974	17142	439
975	17159	421
976	17175	404
977	17193	386
978	17211	369
979	17229	351
980	17248	334
981	17265	316
982	17283	298
983	17289	281
984	17307	263
985	17325	246
986	17343	228
987	17360	210
988	17369	193
989	17386	175
990	17403	158
991	17420	140
992	17437	122
993	17456	105
994	17474	87
995	17487	70
996	17495	52
997	17512	35
998	17529	17
999	17538	0
